frame,timestamp,camera,class,local_id,confidence,x1,y1,x2,y2
64,2.14,FL,player,8,0.74,578,381,648,536
64,2.14,FL,player,9,0.68,472,393,540,574
64,2.14,FL,player,24,0.66,291,371,356,528
64,2.14,FL,player,34,0.5,568,383,619,551
64,2.14,FL,player,42,0.69,515,380,579,556
65,2.17,FL,player,2,0.89,347,511,471,739
65,2.17,FL,player,3,0.89,1570,407,1674,594
65,2.17,FL,player,8,0.76,577,381,648,536
65,2.17,FL,player,9,0.73,471,393,539,574
65,2.17,FL,player,24,0.68,290,371,357,532
65,2.17,FL,player,34,0.54,568,383,618,551
65,2.17,FL,player,42,0.7,514,380,579,557
66,2.2,FL,player,2,0.88,348,511,473,739
66,2.2,FL,player,3,0.89,1570,407,1674,595
66,2.2,FL,player,8,0.75,576,381,648,537
66,2.2,FL,player,9,0.78,470,393,538,574
66,2.2,FL,player,24,0.61,290,372,358,532
66,2.2,FL,player,34,0.51,568,382,618,550
66,2.2,FL,player,42,0.74,512,380,578,558
67,2.24,FL,player,2,0.87,350,512,475,739
67,2.24,FL,player,3,0.89,1570,407,1674,595
67,2.24,FL,player,8,0.75,575,381,648,537
67,2.24,FL,player,9,0.78,469,393,537,575
67,2.24,FL,player,24,0.53,291,372,359,530
67,2.24,FL,player,34,0.49,569,382,618,550
67,2.24,FL,player,42,0.73,511,381,578,560
68,2.27,FL,player,2,0.88,351,510,477,739
68,2.27,FL,player,3,0.88,1570,408,1673,594
68,2.27,FL,player,8,0.75,574,381,648,537
68,2.27,FL,player,9,0.74,468,393,536,576
68,2.27,FL,player,42,0.74,511,381,579,562
69,2.3,FL,player,2,0.88,353,510,479,740
69,2.3,FL,player,3,0.88,1570,408,1672,594
69,2.3,FL,player,8,0.77,573,381,647,539
69,2.3,FL,player,9,0.77,468,393,534,576
69,2.3,FL,player,34,0.45,571,381,622,546
69,2.3,FL,player,42,0.76,510,382,579,564
70,2.34,FL,player,2,0.89,354,509,480,739
70,2.34,FL,player,3,0.88,1571,408,1672,594
70,2.34,FL,player,8,0.76,571,380,647,540
70,2.34,FL,player,9,0.79,467,393,534,577
70,2.34,FL,player,42,0.76,510,382,580,565
71,2.37,FL,player,2,0.88,354,508,481,740
71,2.37,FL,player,3,0.87,1572,409,1671,594
71,2.37,FL,player,8,0.74,570,380,646,540
71,2.37,FL,player,9,0.8,466,392,534,578
71,2.37,FL,player,42,0.75,509,382,580,568
72,2.4,FL,player,2,0.88,355,507,483,741
72,2.4,FL,player,3,0.87,1573,411,1670,594
72,2.4,FL,player,8,0.73,569,380,646,540
72,2.4,FL,player,9,0.8,466,392,534,578
72,2.4,FL,player,34,0.52,569,379,620,547
72,2.4,FL,player,42,0.75,508,382,580,568
72,2.4,FL,player,47,0.57,271,373,345,541
73,2.44,FL,player,2,0.87,357,506,485,742
73,2.44,FL,player,8,0.73,569,380,645,539
73,2.44,FL,player,9,0.81,466,392,534,578
73,2.44,FL,player,34,0.49,568,381,619,547
73,2.44,FL,player,42,0.76,508,383,580,568
73,2.44,FL,player,47,0.62,273,373,346,541
74,2.47,FL,player,2,0.87,359,506,488,744
74,2.47,FL,player,8,0.68,567,380,644,542
74,2.47,FL,player,9,0.81,465,392,532,576
74,2.47,FL,player,34,0.53,567,381,617,548
74,2.47,FL,player,42,0.77,507,383,580,568
74,2.47,FL,player,47,0.62,275,376,347,540
75,2.5,FL,player,2,0.88,361,506,490,746
75,2.5,FL,player,8,0.64,565,380,642,544
75,2.5,FL,player,9,0.78,464,393,531,575
75,2.5,FL,player,34,0.58,566,382,617,548
75,2.5,FL,player,42,0.77,508,383,580,568
75,2.5,FL,player,47,0.61,278,378,349,536
76,2.54,FL,player,2,0.89,364,506,493,749
76,2.54,FL,player,8,0.62,564,380,640,544
76,2.54,FL,player,9,0.74,463,394,531,573
76,2.54,FL,player,34,0.56,565,382,616,548
76,2.54,FL,player,42,0.76,509,384,581,568
76,2.54,FL,player,47,0.49,282,380,350,532
77,2.57,FL,player,2,0.89,367,507,496,750
77,2.57,FL,player,8,0.66,564,380,639,544
77,2.57,FL,player,9,0.71,462,395,530,572
77,2.57,FL,player,34,0.63,565,382,616,548
77,2.57,FL,player,42,0.77,509,386,581,568
77,2.57,FL,player,47,0.57,282,380,353,538
78,2.6,FL,player,2,0.88,369,506,498,752
78,2.6,FL,player,8,0.69,562,381,636,545
78,2.6,FL,player,9,0.75,461,397,529,571
78,2.6,FL,player,42,0.76,510,387,581,568
78,2.6,FL,player,47,0.55,281,380,355,540
79,2.64,FL,player,2,0.89,373,506,500,751
79,2.64,FL,player,8,0.73,562,381,635,544
79,2.64,FL,player,9,0.73,460,397,529,571
79,2.64,FL,player,42,0.76,511,387,582,568
79,2.64,FL,player,47,0.67,282,376,358,541
80,2.67,FL,player,2,0.89,379,506,503,748
80,2.67,FL,player,8,0.71,563,381,635,545
80,2.67,FL,player,9,0.65,459,398,528,570
80,2.67,FL,player,42,0.75,512,387,582,566
80,2.67,FL,player,47,0.72,284,373,364,541
80,2.67,FL,player,5,0.53,481,394,531,567
81,2.7,FL,player,2,0.89,386,506,508,746
81,2.7,FL,player,8,0.65,564,381,633,541
81,2.7,FL,player,9,0.64,455,398,525,570
81,2.7,FL,player,42,0.77,512,386,583,566
81,2.7,FL,player,47,0.65,287,372,369,541
